record_no,subject,relation,object
708831,pass,was completed,"using the already attached dedicated hydraulic bolt tensioning units ,"
708831,SDS,has,Stated
708906,he,visualized,equipment
708947,worker,was using,angle grinder
708947,worker,had,disc rupture
708947,which,lacerated,thumb
708947,worker,was not wearing,hand
708947,PPE,was being worn,hand
708947,worker,did not have,disc x000D _
708948,blast media,to spray,window
708948,blast media,crack,window
708948,We,’ve stopped,work
708948,team,to install,guarding
708948,Blast hose,worn,window
708948,Blast hose,shattered,window
708957,at the same time painting preparatory work,was being done,blow
708957,Sparks,were noticed,falling down through the openings near the painting chemical
708959,workers,were transferring,IE support
708959,worker,worn,gloves
708959,IE,support,kg
708969,worker,lost,balance
708969,investigation,found,compression fracture
708969,investigation,left,wrist fracture._x000D
708969,worker,was going,to toilet after daily TBT
708969,worker,found,colleagues
708969,He,attempted,to secure the igloos with his hands
708969,he,lost,balance
709009,forks,made,contact
709009,Forks,pulled,pallet approx
709009,damage,rack,material._x000D _ _
709009,Combilift forks,hit,pallet
709009,Combilift forks,pushed,pallet
709013,theese,have,_
709013,_,remove,cuttings_x000D _ check
709013,remove _ alter _,remove,cuttings_x000D _ measure part_x000D _ repeat _ x000D _
709013,then semi finish pass_x000D _ remove cuttings_x000D _ check size_x000D _ alter offset for tool_x000D _   run finish pass_x000D _ remove cuttings_x000D _ measure part_x000D _ repeat if not to size_x000D _   _ x000D _ during removal of cuttings,snips,_ gloves used-
709043,Crane Technicians 2,were preparing,Huisman crane
709043,Tech No.2,started,to dump hydraulic oil to what was thought to be the VG68 dump tank 5 location ( based on drawing on bulkhead ) from the Huisman Crane by operating the valve LHO12
709043,what,was thought,to be the VG68 dump tank 5 location ( based on drawing on bulkhead ) from the Huisman Crane by operating the valve LHO12
709043,oil,had leaked,O P deck x000D Conditions:_x000D
709043,AB Teams,utilised,SOPEP
709045,Work Case Non T.EN,owned,23/02/21 finger storage area
709102,testing operators,have completed,to remove a testing flange from the pipe at testing bay 2 at MTP
709102,one,drove,ton
709102,he,hit,reel
709102,operator,stopped,activity supervisor HSE personnel
709102,ton,hit,lamp
709131,excavator,damaged,bolts
709132,that,took,place
709155,Summary hoist block,contacted,one _ _ x000D _
709155,Summary hoist block,broke,handle_x000D _ _
709155,CRF,taken,x000D _
709155,-11/03/2021 Skandi Africa Crane Block,Makes,Contact
709193,case,treats,Traction leakage
709193,chantier réception,TRAIT-,lors du colisage
709194,He,makes,decision
709194,He,will wash,hands
709194,He,feels,burning
709194,collaborator,has not,accident
709194,declaration,was made,telephone person
709194,declaration,"concerned,_x000D",_
709203,drilling TSP,reported,feeling intense pain on his right * knee
709203,he,visited,rig medic
709203,he,was examined,aspirin
709203,he,given,aspirin
709203,He,was asked,to follow up with the medic if the pain continued
709203,He,will continue,to be monitored until the end of his rotation
709203,He,has been instructed,to do light work
709203,TSP,was not doing,task activity
709210,it,hit,helmet
709210,employee,reported,it
709210,employee,replace,it
709210,NM QMW,dropped,helmet
709210,NM QMW,hit,helmet
709221,Water hauler,failed,to open his load line valve to relieve trapped pressure
709221,Water hauler,failed,to open his load line valve to relieve trapped pressure
709221,Water hauler,failed,to open his load line valve to relieve trapped pressure
709224,Deck Supervisor,heard,noise _ x000D _ x000D _
709224,STB mooring line,was held,strands
709224,Initial Action,Taken,_ _
709224,deck crew,made,aware._x000D _
709224,STBD mooring line,had,failed._x000D _
709224,crew,changed,line._x000D _
709247,individual,was carrying,task
709247,individual,returned,shift._x000D
709247,individual,finished,shift._x000D
709247,individual,visited,vessel Medic
709247,individual,was given,aid treatment
709247,_ Immediate Actions,taken:_x000D,_
709247,individual,returned,shift._x000D
709247,individual,finished,shift._x000D
709247,individual,visited,vessel Medic
709247,individual,was given,aid treatment
709247,log entry,has been attahed,to te case
709263,Crew member,reports,condition
709263,Medic,called,bandages _
709263,Medic,use,bandages
709263,Medic,call,_
709263,Doctor,has contacted,medic
709366,DB,experienced,detonation flames
709366,DB,experienced,detonation flames
709366,DB,experienced,detonation flames
709366,DB,experienced,detonation flames
709366,DB,experienced,detonation flames
709366,DB,experienced,detonation flames
709381,employee,was transporting,packaging material
709381,door,had,to be opened
709381,employee,did not bend,door
709381,employee,hit,door
709381,safety glasses,were pressed,injuries
709381,employee,suffered,injuries
709392,MPACT Electrician,was running,cable
709392,cable,fell,hand
709392,he,put,hand
709392,Electrician,sought,aid
709392,dressing,was applied,aid
709392,MPACT employee,drove,Electrician
709392,operator,returned,shift
709392,operator,completed,shift
709408,SOMA trail,was carrying,WAG tubes
709408,de tubos,Movimenta??o durante,transporte terrestre
709408,SOMA trail,was carrying,WAG tubes
709408,de tubos,Movimenta??o durante,transporte terrestre
709408,SOMA trail,was carrying,WAG tubes
709408,de tubos,Movimenta??o durante,transporte terrestre
709408,SOMA trail,was carrying,WAG tubes
709408,de tubos,Movimenta??o durante,transporte terrestre
709416,crane beam,contacted,one
709416,crane beam,released,it
709416,fixture,hit,crane beam
709416,employee,did not undertake,action
709416,employee,moved,crane
709416,drive box,hit,light
709416,drive box,released,it
709416,crane operator,started,moving the crane with the luck of a fixture that was not dropped down
709416,What,needs,to be done
709416,Better LM,risks,assessment
709431,employee,was offloading,party truck
709431,employee,was moving,pallet
709431,top,struck,top
709431,Property Damage Building,struck,forklift mast
709438,Niterói apresentou,do do dores,joelho
709438,queipe médica,onshore,o desembarque
709438,cook Skandi Niteroi,had,knee pain
709438,cook Skandi Niteroi,received,impact
709438,employee,had,predisposition
709438,IHC doctor,considered,landing
709438,he,requested,landing
709438,he,did not accept,landing
709438,Non - Skandi Niterói Worker,presented,knee dislocation
709445,office employee,reported,spider bite
709445,they,did n't see,spider
709449,Temp employee,was rebuilding,swivel
709449,he,was turning,elbow piece
709449,he,putting,ball bearings
709449,he,felt,pain
709449,He,removed,glove
709449,He,noticed,piece
709449,He,is awaiting,appointment
709449,he,was prescribed,pain meds antibiotic._x000D
709449,material,has rotated,degrees
709449,Doctor,has decided,to leave it in for now since it does n't currently cause any issues and will look to re - evaluate in 1 month
709449,it,does n't cause,issues
709459,Wang Qun,was getting,work
709459,he,missed,step
709459,IP,returned,wound
709459,IP,cleaned,wound
709459,He,reported,case
709459,FPSO Project Qidong 14/03/21 Employee,missed,step
709479,position,had,to be slightly corrected
709479,command,was given,to be slightly corrected
709479,This,caused,contact
709479,position,had,to be slightly corrected
709479,command,was given,to be slightly corrected
709479,This,caused,contact
709479,position,had,to be slightly corrected
709479,command,was given,to be slightly corrected
709479,This,caused,contact
709479,position,had,to be slightly corrected
709479,command,was given,to be slightly corrected
709479,This,caused,contact
709480,IP,was shifted,to site medical center
709480,center Doctor,examined,injuries
709480,center Doctor,informed,injuries
709480,Doctor,decided,to keep the IP for under observation & administered pain relief spray._x000D
709480,Doctor,decided,to send the IP to Glocal Hospital for further internal examination if any ( X - ray ) by Site Ambulance for conformation of internal injuries
709480,examination,found,_
709480,IP,returned,duty
709480,IP,joined,duty
709480,HSE Leads,have met,IP
709480,HSE Leads,interviewed,IP
709480,Down meeting,was conducted,IP
709480,077625C005 HURL Ammonia Urea Fertilizer,3C,Onshore Services
709484,Trailer Truck,hit,entrance Gate
709484,Injuries,sustained._x000D,_
709484,Trailer,hit,entrance gate
709512,onsigners,joined,vessel
709512,subcontractor supervisor,entered,bridge
709512,He,spoke,to work # 1788
709512,He,asked,to work # 1788
709512,Subcontractor,was wearing,face mask nitrile gloves Tyvek coverall
709512,He,never contacted,bridge
709512,O,did not think,bridge
709512,PTW,was issued,O
709512,PTW,opened,subcontractor supervisor
709512,He,asked,person
709512,Vessel contractor,entered,bridge
709517,handler,was relocating,stack
709517,that,were staged,door
709517,handler,used,K forklift
709517,which,caught,seal
709517,which,damaged,it
709517,handler,reported,incident
709528,vendor,was changing,fire extinguishers
709528,He,placed,extinguisher
709528,He,began,driving to the next location with his tail gate down
709528,fire extinguisher,fell,to discharge sparing the floor of the garage and dusting a car in one parking space
709528,fire extinguisher,began,to discharge sparing the floor of the garage and dusting a car in one parking space
709528,Fire extinguisher,discharged,vendor
709529,extent,to be assessed,onboard Technical Authority
709529,damage,was reported,way
709529,securing,was applied,way
709529,spool frame,was deployed,way
709529,spool,was assessed,subsea
709529,site report,was populated,subsea
709529,Deck crew,commenced,lifting _
709529,wire ropes,were lifted,deck
709529,wire ropes,made,contact
709529,frame,was resting,tension
709529,Wire ropes,sheared,_ _
709529,EC1 parking receptacle,did not fall,_
709529,Deck crew,continued,_
709529,TSPs,assessed,parking receptacle
709529,TSPs,secured,connector
709530,each,having,vehicle
709530,employee,started,to smell smoke and pulled over to the side of the road
709530,employee,pulled,fire
709530,employee,used,fire
709530,employees,tried,extinguisher
709530,it,kept,burning
709530,fire,continued,to burn
709530,they,notified,manager
709530,employees,put,fire
709530,employees,headed,fire
709530,truck,was scheduled,fleet to be towed back to base to investigate the issue causing the fire
709530,each,having,vehicle
709530,employee,started,to smell smoke and pulled over to the side of the road
709530,employee,pulled,fire
709530,employee,used,fire
709530,employees,tried,extinguisher
709530,it,kept,burning
709530,fire,continued,to burn
709530,they,notified,manager
709530,employees,put,fire
709530,employees,headed,fire
709530,truck,was scheduled,fleet to be towed back to base to investigate the issue causing the fire
709530,each,having,vehicle
709530,employee,started,to smell smoke and pulled over to the side of the road
709530,employee,pulled,fire
709530,employee,used,fire
709530,employees,tried,extinguisher
709530,it,kept,burning
709530,fire,continued,to burn
709530,they,notified,manager
709530,employees,put,fire
709530,employees,headed,fire
709530,truck,was scheduled,fleet to be towed back to base to investigate the issue causing the fire
709530,each,having,vehicle
709530,employee,started,to smell smoke and pulled over to the side of the road
709530,employee,pulled,fire
709530,employee,used,fire
709530,employees,tried,extinguisher
709530,it,kept,burning
709530,fire,continued,to burn
709530,they,notified,manager
709530,employees,put,fire
709530,employees,headed,fire
709530,truck,was scheduled,fleet to be towed back to base to investigate the issue causing the fire
709530,each,having,vehicle
709530,employee,started,to smell smoke and pulled over to the side of the road
709530,employee,pulled,fire
709530,employee,used,fire
709530,employees,tried,extinguisher
709530,it,kept,burning
709530,fire,continued,to burn
709530,they,notified,manager
709530,employees,put,fire
709530,employees,headed,fire
709530,truck,was scheduled,fleet to be towed back to base to investigate the issue causing the fire
